-1.291515,-2.599031,1.000000
0.822147,-1.325453,0.000000
4.262127,-2.433815,1.000000
3.911859,1.359244,1.000000
-6.507706,-1.062257,1.000000
-0.040813,0.549042,0.000000
3.223922,0.335777,1.000000
4.387348,1.358259,1.000000
-2.116641,0.369625,0.000000
3.135981,0.607036,1.000000
-1.071908,0.519805,0.000000
0.547075,-0.366120,0.000000
3.408567,-0.134628,1.000000
-5.281747,1.464544,1.000000
0.090851,-0.315648,0.000000
1.888892,-1.397378,0.000000
0.341103,3.121347,1.000000
-3.888258,-0.364774,1.000000
-0.550346,0.189772,0.000000
-1.543422,-1.108746,0.000000
2.578437,-1.288315,1.000000
-1.884679,-1.190407,0.000000
2.967553,-0.209547,1.000000
1.035219,-1.185216,0.000000
0.155989,-1.549875,0.000000
4.345163,0.713870,1.000000
6.537111,2.504249,1.000000
-1.624760,1.186837,0.000000
0.060731,0.510200,0.000000
-0.332642,0.305466,0.000000
0.824291,0.832763,0.000000
-2.829683,-1.804359,1.000000
1.984462,0.591594,0.000000
-1.259398,-1.427146,0.000000
0.442180,-1.194158,0.000000
-1.649217,-1.234778,0.000000
2.317682,0.862823,1.000000
0.427939,-1.605231,0.000000
-4.248189,-0.452485,1.000000
0.463292,0.047955,0.000000
-2.872575,-0.659544,1.000000
-0.477104,3.552762,1.000000
0.819119,1.570546,0.000000
0.737977,0.866011,0.000000
2.420630,1.199927,1.000000
-0.004228,-1.974053,0.000000
-3.119547,0.357075,1.000000
-3.525388,-1.363997,1.000000
4.536560,2.258700,1.000000
2.228551,0.490092,0.000000
-0.244662,1.094805,0.000000
-1.598423,-0.337873,0.000000
2.441526,-0.076201,0.000000
-0.415889,-2.275257,0.000000
1.927828,-1.430541,0.000000
4.176427,0.768181,1.000000
-2.619003,-1.070407,1.000000
-3.774242,-0.397096,1.000000
-1.115438,3.360888,1.000000
0.037142,0.806161,0.000000
-3.964522,-2.164077,1.000000
0.586769,-1.479453,0.000000
0.435088,-1.355128,0.000000
-1.978954,-3.148370,1.000000
0.473128,0.538954,0.000000
-4.007624,-1.540606,1.000000
3.432681,0.588375,1.000000
3.107758,0.234349,1.000000
2.528036,-0.546876,1.000000
0.367993,-0.251225,0.000000
-1.414417,-2.164398,1.000000
1.543465,0.741440,0.000000
0.780921,2.196752,0.000000
-0.639071,-0.380073,0.000000
0.979773,0.687214,0.000000
0.582993,-0.021656,0.000000
-4.729561,0.238931,1.000000
-3.036061,-0.541469,1.000000
-1.126006,-0.437336,0.000000
-1.424584,-0.670801,0.000000
-1.753284,-0.325557,0.000000
0.618825,-3.937304,1.000000
2.384417,0.092427,0.000000
-0.378759,-1.950985,0.000000
-0.876769,-2.146771,0.000000
-4.820711,-0.387536,1.000000
-3.986967,-0.891673,1.000000
2.569782,1.596418,1.000000
1.804680,-1.710359,1.000000
-0.080441,2.917543,1.000000
3.706966,0.603347,1.000000
3.898315,1.995482,1.000000
0.429724,0.452734,0.000000
-2.101817,-0.645664,0.000000
-1.436131,-0.331922,0.000000
-0.673395,0.860016,0.000000
-2.096363,-0.338203,0.000000
1.939718,-0.589648,0.000000
7.885910,0.585235,1.000000
0.126886,0.517553,0.000000
